"","query","rankname","taxname"
"84210","384598","no rank","cellular organisms"
"84211","384598","superkingdom","Eukaryota"
"84212","384598","no rank","Opisthokonta"
"84213","384598","kingdom","Metazoa"
"84214","384598","no rank","Eumetazoa"
"84215","384598","no rank","Bilateria"
"84216","384598","no rank","Deuterostomia"
"84217","384598","phylum","Chordata"
"84218","384598","subphylum","Craniata"
"84219","384598","no rank","Vertebrata"
"84220","384598","no rank","Gnathostomata"
"84221","384598","no rank","Teleostomi"
"84222","384598","no rank","Euteleostomi"
"84223","384598","superclass","Actinopterygii"
"84224","384598","class","Actinopteri"
"84225","384598","subclass","Neopterygii"
"84226","384598","infraclass","Teleostei"
"84227","384598","no rank","Osteoglossocephalai"
"84228","384598","no rank","Clupeocephala"
"84229","384598","no rank","Euteleosteomorpha"
"84230","384598","no rank","Neoteleostei"
"84231","384598","no rank","Eurypterygia"
"84232","384598","no rank","Ctenosquamata"
"84233","384598","no rank","Acanthomorphata"
"84234","384598","no rank","Euacanthomorphacea"
"84235","384598","no rank","Percomorphaceae"
"84236","384598","no rank","Eupercaria"
"84237","384598","order","Tetraodontiformes"
"84238","384598","superfamily","Ostracioidea"
"84239","384598","family","Ostraciidae"
"84240","384598","genus","Ostracion"
"84241","384598","species","Ostracion immaculatus"
"84242","384593","no rank","cellular organisms"
"84243","384593","superkingdom","Eukaryota"
"84244","384593","no rank","Opisthokonta"
"84245","384593","kingdom","Metazoa"
"84246","384593","no rank","Eumetazoa"
"84247","384593","no rank","Bilateria"
"84248","384593","no rank","Deuterostomia"
"84249","384593","phylum","Chordata"
"84250","384593","subphylum","Craniata"
"84251","384593","no rank","Vertebrata"
"84252","384593","no rank","Gnathostomata"
"84253","384593","no rank","Teleostomi"
"84254","384593","no rank","Euteleostomi"
"84255","384593","superclass","Actinopterygii"
"84256","384593","class","Actinopteri"
"84257","384593","subclass","Neopterygii"
"84258","384593","infraclass","Teleostei"
"84259","384593","no rank","Osteoglossocephalai"
"84260","384593","no rank","Clupeocephala"
"84261","384593","no rank","Euteleosteomorpha"
"84262","384593","no rank","Neoteleostei"
"84263","384593","no rank","Eurypterygia"
"84264","384593","no rank","Ctenosquamata"
"84265","384593","no rank","Acanthomorphata"
"84266","384593","no rank","Euacanthomorphacea"
"84267","384593","no rank","Percomorphaceae"
"84268","384593","no rank","Eupercaria"
"84269","384593","order","Tetraodontiformes"
"84270","384593","superfamily","Triacanthodoidei"
"84271","384593","family","Triacanthodidae"
"84272","384593","genus","Macrorhamphosodes"
"84273","384593","species","Macrorhamphosodes uradoi"
"84274","334377","no rank","cellular organisms"
"84275","334377","superkingdom","Eukaryota"
"84276","334377","no rank","Opisthokonta"
"84277","334377","kingdom","Metazoa"
"84278","334377","no rank","Eumetazoa"
"84279","334377","no rank","Bilateria"
"84280","334377","no rank","Deuterostomia"
"84281","334377","phylum","Chordata"
"84282","334377","subphylum","Craniata"
"84283","334377","no rank","Vertebrata"
"84284","334377","no rank","Gnathostomata"
"84285","334377","no rank","Teleostomi"
"84286","334377","no rank","Euteleostomi"
"84287","334377","superclass","Actinopterygii"
"84288","334377","class","Actinopteri"
"84289","334377","subclass","Neopterygii"
"84290","334377","infraclass","Teleostei"
"84291","334377","no rank","Osteoglossocephalai"
"84292","334377","no rank","Clupeocephala"
"84293","334377","no rank","Euteleosteomorpha"
"84294","334377","no rank","Neoteleostei"
"84295","334377","no rank","Eurypterygia"
"84296","334377","no rank","Ctenosquamata"
"84297","334377","no rank","Acanthomorphata"
"84298","334377","no rank","Euacanthomorphacea"
"84299","334377","no rank","Percomorphaceae"
"84300","334377","no rank","Ophidiaria"
"84301","334377","order","Ophidiiformes"
"84302","334377","suborder","Bythitoidei"
"84303","334377","family","Bythitidae"
"84304","334377","subfamily","Brosmophycinae"
"84305","334377","genus","Brosmophycis"
"84306","334377","species","Brosmophycis marginata"
"84307","271166","no rank","cellular organisms"
"84308","271166","superkingdom","Eukaryota"
"84309","271166","no rank","Opisthokonta"
"84310","271166","kingdom","Metazoa"
"84311","271166","no rank","Eumetazoa"
"84312","271166","no rank","Bilateria"
"84313","271166","no rank","Deuterostomia"
"84314","271166","phylum","Chordata"
"84315","271166","subphylum","Craniata"
"84316","271166","no rank","Vertebrata"
"84317","271166","no rank","Gnathostomata"
"84318","271166","no rank","Teleostomi"
"84319","271166","no rank","Euteleostomi"
"84320","271166","superclass","Actinopterygii"
"84321","271166","class","Actinopteri"
"84322","271166","subclass","Neopterygii"
"84323","271166","infraclass","Teleostei"
"84324","271166","no rank","Osteoglossocephalai"
"84325","271166","no rank","Clupeocephala"
"84326","271166","no rank","Euteleosteomorpha"
"84327","271166","no rank","Neoteleostei"
"84328","271166","no rank","Eurypterygia"
"84329","271166","no rank","Ctenosquamata"
"84330","271166","no rank","Acanthomorphata"
"84331","271166","no rank","Euacanthomorphacea"
"84332","271166","no rank","Percomorphaceae"
"84333","271166","no rank","Anabantaria"
"84334","271166","order","Anabantiformes"
"84335","271166","suborder","Anabantoidei"
"84336","271166","family","Osphronemidae"
"84337","271166","subfamily","Luciocephalinae"
"84338","271166","genus","Luciocephalus"
"84339","271166","species","Luciocephalus pulcher"
"84340","203325","no rank","cellular organisms"
"84341","203325","superkingdom","Eukaryota"
"84342","203325","no rank","Opisthokonta"
"84343","203325","kingdom","Metazoa"
"84344","203325","no rank","Eumetazoa"
"84345","203325","no rank","Bilateria"
"84346","203325","no rank","Deuterostomia"
"84347","203325","phylum","Chordata"
"84348","203325","subphylum","Craniata"
"84349","203325","no rank","Vertebrata"
"84350","203325","no rank","Gnathostomata"
"84351","203325","no rank","Teleostomi"
"84352","203325","no rank","Euteleostomi"
"84353","203325","superclass","Actinopterygii"
"84354","203325","class","Actinopteri"
"84355","203325","subclass","Neopterygii"
"84356","203325","infraclass","Teleostei"
"84357","203325","no rank","Osteoglossocephalai"
"84358","203325","no rank","Clupeocephala"
"84359","203325","no rank","Euteleosteomorpha"
"84360","203325","no rank","Neoteleostei"
"84361","203325","no rank","Eurypterygia"
"84362","203325","no rank","Ctenosquamata"
"84363","203325","no rank","Acanthomorphata"
"84364","203325","no rank","Euacanthomorphacea"
"84365","203325","no rank","Percomorphaceae"
"84366","203325","no rank","Gobiaria"
"84367","203325","order","Gobiiformes"
"84368","203325","suborder","Gobioidei"
"84369","203325","family","Gobiidae"
"84370","203325","subfamily","Gobiinae"
"84371","203325","genus","Microgobius"
"84372","203325","species","Microgobius microlepis"
"84373","109276","no rank","cellular organisms"
"84374","109276","superkingdom","Eukaryota"
"84375","109276","no rank","Opisthokonta"
"84376","109276","kingdom","Metazoa"
"84377","109276","no rank","Eumetazoa"
"84378","109276","no rank","Bilateria"
"84379","109276","no rank","Deuterostomia"
"84380","109276","phylum","Chordata"
"84381","109276","subphylum","Craniata"
"84382","109276","no rank","Vertebrata"
"84383","109276","no rank","Gnathostomata"
"84384","109276","no rank","Teleostomi"
"84385","109276","no rank","Euteleostomi"
"84386","109276","superclass","Actinopterygii"
"84387","109276","class","Actinopteri"
"84388","109276","subclass","Neopterygii"
"84389","109276","infraclass","Teleostei"
"84390","109276","no rank","Osteoglossocephalai"
"84391","109276","no rank","Clupeocephala"
"84392","109276","no rank","Euteleosteomorpha"
"84393","109276","no rank","Neoteleostei"
"84394","109276","no rank","Eurypterygia"
"84395","109276","no rank","Ctenosquamata"
"84396","109276","no rank","Acanthomorphata"
"84397","109276","no rank","Euacanthomorphacea"
"84398","109276","no rank","Percomorphaceae"
"84399","109276","no rank","Syngnathiaria"
"84400","109276","order","Syngnathiformes"
"84401","109276","suborder","Syngnathoidei"
"84402","109276","family","Syngnathidae"
"84403","109276","subfamily","Hippocampinae"
"84404","109276","genus","Hippocampus"
"84405","109276","species","Hippocampus barbouri"
"84406","109281","no rank","cellular organisms"
"84407","109281","superkingdom","Eukaryota"
"84408","109281","no rank","Opisthokonta"
"84409","109281","kingdom","Metazoa"
"84410","109281","no rank","Eumetazoa"
"84411","109281","no rank","Bilateria"
"84412","109281","no rank","Deuterostomia"
"84413","109281","phylum","Chordata"
"84414","109281","subphylum","Craniata"
"84415","109281","no rank","Vertebrata"
"84416","109281","no rank","Gnathostomata"
"84417","109281","no rank","Teleostomi"
"84418","109281","no rank","Euteleostomi"
"84419","109281","superclass","Actinopterygii"
"84420","109281","class","Actinopteri"
"84421","109281","subclass","Neopterygii"
"84422","109281","infraclass","Teleostei"
"84423","109281","no rank","Osteoglossocephalai"
"84424","109281","no rank","Clupeocephala"
"84425","109281","no rank","Euteleosteomorpha"
"84426","109281","no rank","Neoteleostei"
"84427","109281","no rank","Eurypterygia"
"84428","109281","no rank","Ctenosquamata"
"84429","109281","no rank","Acanthomorphata"
"84430","109281","no rank","Euacanthomorphacea"
"84431","109281","no rank","Percomorphaceae"
"84432","109281","no rank","Syngnathiaria"
"84433","109281","order","Syngnathiformes"
"84434","109281","suborder","Syngnathoidei"
"84435","109281","family","Syngnathidae"
"84436","109281","subfamily","Hippocampinae"
"84437","109281","genus","Hippocampus"
"84438","109281","species","Hippocampus erectus"
"84439","109284","no rank","cellular organisms"
"84440","109284","superkingdom","Eukaryota"
"84441","109284","no rank","Opisthokonta"
"84442","109284","kingdom","Metazoa"
"84443","109284","no rank","Eumetazoa"
"84444","109284","no rank","Bilateria"
"84445","109284","no rank","Deuterostomia"
"84446","109284","phylum","Chordata"
"84447","109284","subphylum","Craniata"
"84448","109284","no rank","Vertebrata"
"84449","109284","no rank","Gnathostomata"
"84450","109284","no rank","Teleostomi"
"84451","109284","no rank","Euteleostomi"
"84452","109284","superclass","Actinopterygii"
"84453","109284","class","Actinopteri"
"84454","109284","subclass","Neopterygii"
"84455","109284","infraclass","Teleostei"
"84456","109284","no rank","Osteoglossocephalai"
"84457","109284","no rank","Clupeocephala"
"84458","109284","no rank","Euteleosteomorpha"
"84459","109284","no rank","Neoteleostei"
"84460","109284","no rank","Eurypterygia"
"84461","109284","no rank","Ctenosquamata"
"84462","109284","no rank","Acanthomorphata"
"84463","109284","no rank","Euacanthomorphacea"
"84464","109284","no rank","Percomorphaceae"
"84465","109284","no rank","Syngnathiaria"
"84466","109284","order","Syngnathiformes"
"84467","109284","suborder","Syngnathoidei"
"84468","109284","family","Syngnathidae"
"84469","109284","subfamily","Hippocampinae"
"84470","109284","genus","Hippocampus"
"84471","109284","species","Hippocampus histrix"
"84472","109291","no rank","cellular organisms"
"84473","109291","superkingdom","Eukaryota"
"84474","109291","no rank","Opisthokonta"
"84475","109291","kingdom","Metazoa"
"84476","109291","no rank","Eumetazoa"
"84477","109291","no rank","Bilateria"
"84478","109291","no rank","Deuterostomia"
"84479","109291","phylum","Chordata"
"84480","109291","subphylum","Craniata"
"84481","109291","no rank","Vertebrata"
"84482","109291","no rank","Gnathostomata"
"84483","109291","no rank","Teleostomi"
"84484","109291","no rank","Euteleostomi"
"84485","109291","superclass","Actinopterygii"
"84486","109291","class","Actinopteri"
"84487","109291","subclass","Neopterygii"
"84488","109291","infraclass","Teleostei"
"84489","109291","no rank","Osteoglossocephalai"
"84490","109291","no rank","Clupeocephala"
"84491","109291","no rank","Euteleosteomorpha"
"84492","109291","no rank","Neoteleostei"
"84493","109291","no rank","Eurypterygia"
"84494","109291","no rank","Ctenosquamata"
"84495","109291","no rank","Acanthomorphata"
"84496","109291","no rank","Euacanthomorphacea"
"84497","109291","no rank","Percomorphaceae"
"84498","109291","no rank","Syngnathiaria"
"84499","109291","order","Syngnathiformes"
"84500","109291","suborder","Syngnathoidei"
"84501","109291","family","Syngnathidae"
"84502","109291","subfamily","Hippocampinae"
"84503","109291","genus","Hippocampus"
"84504","109291","species","Hippocampus trimaculatus"
"84505","109285","no rank","cellular organisms"
"84506","109285","superkingdom","Eukaryota"
"84507","109285","no rank","Opisthokonta"
"84508","109285","kingdom","Metazoa"
"84509","109285","no rank","Eumetazoa"
"84510","109285","no rank","Bilateria"
"84511","109285","no rank","Deuterostomia"
"84512","109285","phylum","Chordata"
"84513","109285","subphylum","Craniata"
"84514","109285","no rank","Vertebrata"
"84515","109285","no rank","Gnathostomata"
"84516","109285","no rank","Teleostomi"
"84517","109285","no rank","Euteleostomi"
"84518","109285","superclass","Actinopterygii"
"84519","109285","class","Actinopteri"
"84520","109285","subclass","Neopterygii"
"84521","109285","infraclass","Teleostei"
"84522","109285","no rank","Osteoglossocephalai"
"84523","109285","no rank","Clupeocephala"
"84524","109285","no rank","Euteleosteomorpha"
"84525","109285","no rank","Neoteleostei"
"84526","109285","no rank","Eurypterygia"
"84527","109285","no rank","Ctenosquamata"
"84528","109285","no rank","Acanthomorphata"
"84529","109285","no rank","Euacanthomorphacea"
"84530","109285","no rank","Percomorphaceae"
"84531","109285","no rank","Syngnathiaria"
"84532","109285","order","Syngnathiformes"
"84533","109285","suborder","Syngnathoidei"
"84534","109285","family","Syngnathidae"
"84535","109285","subfamily","Hippocampinae"
"84536","109285","genus","Hippocampus"
"84537","109285","species","Hippocampus ingens"
"84538","30873","no rank","cellular organisms"
"84539","30873","superkingdom","Eukaryota"
"84540","30873","no rank","Opisthokonta"
"84541","30873","kingdom","Metazoa"
"84542","30873","no rank","Eumetazoa"
"84543","30873","no rank","Bilateria"
"84544","30873","no rank","Deuterostomia"
"84545","30873","phylum","Chordata"
"84546","30873","subphylum","Craniata"
"84547","30873","no rank","Vertebrata"
"84548","30873","no rank","Gnathostomata"
"84549","30873","no rank","Teleostomi"
"84550","30873","no rank","Euteleostomi"
"84551","30873","superclass","Actinopterygii"
"84552","30873","class","Actinopteri"
"84553","30873","subclass","Neopterygii"
"84554","30873","infraclass","Teleostei"
"84555","30873","no rank","Osteoglossocephalai"
"84556","30873","no rank","Clupeocephala"
"84557","30873","no rank","Euteleosteomorpha"
"84558","30873","no rank","Neoteleostei"
"84559","30873","no rank","Eurypterygia"
"84560","30873","no rank","Ctenosquamata"
"84561","30873","no rank","Acanthomorphata"
