"query_seq","Nhits","N_taxid_all","beste","Nhits_beste","N_taxid_beste","LCA_name_all","LCA_rank_all","LCA_id_all","LCA_name_beste","LCA_rank_beste","LCA_id_beste","class_all","order_all","family_all","class_beste","order_beste","family_beste","query_abundance"
"DUP_20075;size=99",7,1,1.71e-41,7,1,"Macoma balthica","species","98287","Macoma balthica","species","98287","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",99
"DUP_20098;size=106",8,8,3.8e-28,2,2,"Tellinoidea","superfamily","98297","Tellinidae","family","52798","Bivalvia","Veneroida",NA,"Bivalvia","Veneroida","Tellinidae",106
"DUP_201;size=36350",3,3,1.03e-48,3,3,"Eupercaria","below-infraclass","1489922","Eupercaria","below-infraclass","1489922","Actinopteri","Perciformes",NA,"Actinopteri","Perciformes",NA,36350
"DUP_2016;size=3411",2,2,4.81e-42,1,1,"Nitidotellina","genus","255529","Nitidotellina iridella","species","1230547","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",3411
"DUP_20162;size=101",24,3,1.04e-38,1,1,"Stichopodidae","family","7687","Apostichopus japonicus","species","307972","Holothuroidea","Aspidochirotida","Stichopodidae","Holothuroidea","Aspidochirotida","Stichopodidae",101
"DUP_20164;size=110",20,14,2.25e-35,10,7,"Lottioidea","superfamily","216260","Lottiidae","family","69676","Gastropoda",NA,NA,"Gastropoda",NA,"Lottiidae",110
"DUP_2019;size=2635",5,3,1.03e-48,5,3,"Euteleostomi","below-subphylum","117571","Euteleostomi","below-subphylum","117571",NA,NA,NA,NA,NA,NA,2635
"DUP_2026;size=3265",2,1,2.96e-24,1,1,"Amphipholis squamata","species","48271","Amphipholis squamata","species","48271","Ophiuroidea","Ophiurida","Amphiuridae","Ophiuroidea","Ophiurida","Amphiuridae",3265
"DUP_20262;size=102",102,63,3.72e-43,2,2,"Echinoidea","class","7625","Spatangoida","order","41317","Echinoidea",NA,NA,"Echinoidea","Spatangoida",NA,102
"DUP_20333;size=95",4,1,1.03e-32,1,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",95
"DUP_2038;size=3115",103,91,2.21e-50,9,9,"Percomorphaceae","below-infraclass","1489872","Percomorphaceae","below-infraclass","1489872","Actinopteri",NA,NA,"Actinopteri",NA,NA,3115
"DUP_20389;size=101",96,62,1.03e-43,3,2,"Clupeocephala","below-infraclass","186625","Syngnathiformes","order","129912","Actinopteri",NA,NA,"Actinopteri","Syngnathiformes",NA,101
"DUP_204;size=28643",1,1,3.73e-33,1,1,"Bornia sebetia","species","1411933","Bornia sebetia","species","1411933","Bivalvia","Veneroida","Kelliidae","Bivalvia","Veneroida","Kelliidae",28643
"DUP_20427;size=95",2,2,3.8e-28,1,1,"Aspidochirotida","order","7682","Pseudostichopus mollis","species","42397","Holothuroidea","Aspidochirotida",NA,"Holothuroidea","Aspidochirotida","Synallactidae",95
"DUP_20471;size=156",4,1,1.03e-43,3,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",156
"DUP_2048;size=2564",54,7,1.75e-31,13,3,"Bivalvia","class","6544","Mytilus","genus","6548","Bivalvia",NA,NA,"Bivalvia","Mytiloida","Mytilidae",2564
"DUP_2052;size=2509",5,3,2.22e-45,5,3,"Euteleostomi","below-subphylum","117571","Euteleostomi","below-subphylum","117571",NA,NA,NA,NA,NA,NA,2509
"DUP_20524;size=94",15,13,3.65e-48,15,13,"Euechinoidea","subclass","7638","Euechinoidea","subclass","7638","Echinoidea",NA,NA,"Echinoidea",NA,NA,94
"DUP_20563;size=98",1,1,1.35e-37,1,1,"Modiolus rumphii","species","1411923","Modiolus rumphii","species","1411923","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",98
"DUP_20564;size=94",25,19,1.36e-32,10,7,"Lottioidea","superfamily","216260","Lottiidae","family","69676","Gastropoda",NA,NA,"Gastropoda",NA,"Lottiidae",94
"DUP_20634;size=95",4,1,1.04e-33,4,1,"Mercenaria mercenaria","species","6596","Mercenaria mercenaria","species","6596","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",95
"DUP_20643;size=254",2,2,8.16e-30,2,2,"Tellinidae","family","52798","Tellinidae","family","52798","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",254
"DUP_20695;size=105",3,1,2.85e-49,3,1,"Panopea generosa","species","1049056","Panopea generosa","species","1049056","Bivalvia","Myoida","Hiatellidae","Bivalvia","Myoida","Hiatellidae",105
"DUP_2071;size=2621",103,79,4.78e-47,7,6,"Percomorphaceae","below-infraclass","1489872","Percomorphaceae","below-infraclass","1489872","Actinopteri",NA,NA,"Actinopteri",NA,NA,2621
"DUP_2077;size=2494",4,2,2.22e-45,4,2,"Cetacea","order","9721","Cetacea","order","9721","Mammalia","Cetacea",NA,"Mammalia","Cetacea",NA,2494
"DUP_208;size=25236",5,1,1.69e-51,2,1,"Daphnia pulex","species","6669","Daphnia pulex","species","6669","Branchiopoda","Diplostraca","Daphniidae","Branchiopoda","Diplostraca","Daphniidae",25236
"DUP_2090;size=3010",2,1,2.3e-30,2,1,"Saxidomus purpuratus","species","311201","Saxidomus purpuratus","species","311201","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",3010
"DUP_2094;size=2766",33,2,4.78e-47,3,2,"Sus scrofa","species","9823","Sus scrofa","species","9823","Mammalia",NA,"Suidae","Mammalia",NA,"Suidae",2766
"DUP_20984;size=132",1,1,2.26e-25,1,1,"Tellinella virgata","species","1219311","Tellinella virgata","species","1219311","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",132
"DUP_21;size=936989",100,11,4.74e-52,100,11,"Teleostei","infraclass","32443","Teleostei","infraclass","32443","Actinopteri",NA,NA,"Actinopteri",NA,NA,936989
"DUP_21034;size=92",4,4,3.75e-28,2,2,"Tellinoidea","superfamily","98297","Tellinidae","family","52798","Bivalvia","Veneroida",NA,"Bivalvia","Veneroida","Tellinidae",92
"DUP_21071;size=90",18,1,8.05e-40,1,1,"Ruditapes philippinarum","species","129788","Ruditapes philippinarum","species","129788","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",90
"DUP_21106;size=138",2,1,1.33e-47,2,1,"Saxidomus purpuratus","species","311201","Saxidomus purpuratus","species","311201","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",138
"DUP_21182;size=108",105,2,1.33e-47,104,2,"Homo sapiens","species","9606","Homo sapiens","species","9606","Mammalia","Primates","Hominidae","Mammalia","Primates","Hominidae",108
"DUP_21214;size=96",1,1,2.85e-49,1,1,"Pugettia producta","species","504418","Pugettia producta","species","504418","Malacostraca","Decapoda","Epialtidae","Malacostraca","Decapoda","Epialtidae",96
"DUP_21270;size=101",2,2,4.72e-47,1,1,"Thysanoessa","genus","48145","Thysanoessa raschii","species","409302","Malacostraca","Euphausiacea","Euphausiidae","Malacostraca","Euphausiacea","Euphausiidae",101
"DUP_21338;size=98",18,14,4.82e-32,4,3,"Nemertea","phylum","6217","Monostilifera","order","6227","Enopla","Monostilifera",NA,"Enopla","Monostilifera",NA,98
"DUP_2138;size=5120",5,3,1.03e-48,5,3,"Odontoceti","suborder","9722","Odontoceti","suborder","9722","Mammalia","Cetacea",NA,"Mammalia","Cetacea",NA,5120
"DUP_21426;size=93",1,1,1.71e-41,1,1,"Humilaria kennerleyi","species","380170","Humilaria kennerleyi","species","380170","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",93
"DUP_21519;size=95",4,4,4.85e-27,2,2,"Tellinoidea","superfamily","98297","Soletellina","genus","1125680","Bivalvia","Veneroida",NA,"Bivalvia","Veneroida","Psammobiidae",95
"DUP_21589;size=86",14,4,6.35e-26,14,4,"Mytilinae","subfamily","301959","Mytilinae","subfamily","301959","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",86
"DUP_2159;size=2894",2,1,1.05e-43,2,1,"Saxidomus purpuratus","species","311201","Saxidomus purpuratus","species","311201","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",2894
"DUP_21594;size=100",9,3,1.05e-33,9,3,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",100
"DUP_21625;size=97",13,3,2.83e-29,13,3,"Placobranchidae","family","71492","Placobranchidae","family","71492","Gastropoda",NA,"Placobranchidae","Gastropoda",NA,"Placobranchidae",97
"DUP_21630;size=98",2,2,2.22e-45,1,1,"Heteroscleromorpha","subclass","1779146","Polymastia littoralis","species","1473587","Demospongiae",NA,NA,"Demospongiae","Polymastiida","Polymastiidae",98
"DUP_21634;size=91",3,3,6.35e-26,3,3,"Alloeocomatella","genus","707706","Alloeocomatella","genus","707706","Crinoidea","Comatulida","Comatulidae","Crinoidea","Comatulida","Comatulidae",91
"DUP_21641;size=114",19,13,3.74e-38,10,7,"Lottioidea","superfamily","216260","Lottiidae","family","69676","Gastropoda",NA,NA,"Gastropoda",NA,"Lottiidae",114
"DUP_2167;size=2310",100,9,1.36e-32,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",2310
"DUP_21714;size=104",12,2,3.77e-33,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",104
"DUP_2183;size=2816",2,2,2.93e-29,2,2,"Cephalothrix","genus","166041","Cephalothrix","genus","166041","Palaeonemertea",NA,"Cephalothricidae","Palaeonemertea",NA,"Cephalothricidae",2816
"DUP_21887;size=84",34,28,3.74e-38,8,8,"Echinoidea","class","7625","Spatangoida","order","41317","Echinoidea",NA,NA,"Echinoidea","Spatangoida",NA,84
"DUP_21937;size=84",22,16,2.28e-35,10,7,"Lottioidea","superfamily","216260","Lottiidae","family","69676","Gastropoda",NA,NA,"Gastropoda",NA,"Lottiidae",84
"DUP_21950;size=91",2,2,3.7e-38,1,1,"Ephemerellidae","family","50633","Ephemerella sp. MT-2014","species","1560013","Insecta","Ephemeroptera","Ephemerellidae","Insecta","Ephemeroptera","Ephemerellidae",91
"DUP_21954;size=84",2,1,2.27e-30,2,1,"Saxidomus purpuratus","species","311201","Saxidomus purpuratus","species","311201","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",84
"DUP_2198;size=2375",103,42,4.78e-47,103,42,"Clupeocephala","below-infraclass","186625","Clupeocephala","below-infraclass","186625","Actinopteri",NA,NA,"Actinopteri",NA,NA,2375
"DUP_22;size=1125803",3,2,4.74e-52,3,2,"Sus scrofa","species","9823","Sus scrofa","species","9823","Mammalia",NA,"Suidae","Mammalia",NA,"Suidae",1125803
"DUP_2200;size=2219",1,1,4.91e-27,1,1,"Crenomytilus grayanus","species","151218","Crenomytilus grayanus","species","151218","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",2219
"DUP_2201;size=3636",28,13,1.33e-37,2,1,"Sessilia","order","116167","Nobia grandis","species","432341","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia","Pyrgomatidae",3636
"DUP_22011;size=90",1,1,4.84e-37,1,1,"Mytilus coruscus","species","42192","Mytilus coruscus","species","42192","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",90
"DUP_2204;size=3125",102,59,1.31e-47,17,7,"Sessilia","order","116167","Sessilia","order","116167","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia",NA,3125
"DUP_2207;size=2406",2,1,1.77e-26,2,1,"Mytilus trossulus","species","6551","Mytilus trossulus","species","6551","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",2406
"DUP_2208;size=4093",25,13,4.75e-42,2,1,"Sessilia","order","116167","Nobia grandis","species","432341","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia","Pyrgomatidae",4093
"DUP_22147;size=92",112,62,1.73e-31,1,1,"Sessilia","order","116167","Balanus sp. 2 MPL-2014","species","1560665","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia","Balanidae",92
"DUP_22223;size=97",10,4,1.02e-43,2,2,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",97
"DUP_2225;size=2213",2,2,2.24e-30,2,2,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",2213
"DUP_22283;size=127",2,2,2.87e-44,2,2,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",127
"DUP_22292;size=178",44,24,4.81e-42,6,2,"Ditrysia","below-parvorder","37567","Coliadinae","subfamily","42450","Insecta","Lepidoptera",NA,"Insecta","Lepidoptera","Pieridae",178
"DUP_22426;size=142",100,19,1.05e-33,100,19,"Theria","below-class","32525","Theria","below-class","32525","Mammalia",NA,NA,"Mammalia",NA,NA,142
"DUP_22443;size=81",37,19,2.22e-45,37,19,"Percomorphaceae","below-infraclass","1489872","Percomorphaceae","below-infraclass","1489872","Actinopteri",NA,NA,"Actinopteri",NA,NA,81
"DUP_22444;size=91",2,1,1.01e-48,2,1,"Protothaca jedoensis","species","224094","Protothaca jedoensis","species","224094","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",91
"DUP_2255;size=2655",56,7,8.11e-35,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",2655
"DUP_22550;size=83",7,1,4.78e-47,7,1,"Mytilus trossulus","species","6551","Mytilus trossulus","species","6551","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",83
"DUP_22690;size=80",1,1,7.95e-40,1,1,"Chthamalus panamensis","species","116182","Chthamalus panamensis","species","116182","Maxillopoda","Sessilia","Chthamalidae","Maxillopoda","Sessilia","Chthamalidae",80
"DUP_22698;size=92",48,21,3.6e-32,4,1,"Sacoglossa","below-class","71490","Elysia pusilla","species","380558","Gastropoda",NA,NA,"Gastropoda",NA,"Placobranchidae",92
"DUP_2275;size=3669",12,7,1.73e-41,12,7,"Percomorphaceae","below-infraclass","1489872","Percomorphaceae","below-infraclass","1489872","Actinopteri",NA,NA,"Actinopteri",NA,NA,3669
"DUP_22779;size=85",130,113,1.03e-43,20,16,"Euteleostomi","below-subphylum","117571","Percomorphaceae","below-infraclass","1489872",NA,NA,NA,"Actinopteri",NA,NA,85
"DUP_2280;size=2614",4,1,6.19e-36,3,1,"Panopea generosa","species","1049056","Panopea generosa","species","1049056","Bivalvia","Myoida","Hiatellidae","Bivalvia","Myoida","Hiatellidae",2614
"DUP_22813;size=108",4,2,6.08e-31,1,1,"Placida","genus","71496","Placida sp. 1 NY-2013","species","1281821","Gastropoda",NA,"Limapontiidae","Gastropoda",NA,"Limapontiidae",108
"DUP_22822;size=88",15,4,1.32e-27,5,1,"Ophiurina","suborder","133711","Amphipholis squamata","species","48271","Ophiuroidea","Ophiurida",NA,"Ophiuroidea","Ophiurida","Amphiuridae",88
"DUP_22875;size=128",4,1,1.33e-47,1,1,"Mya arenaria","species","6604","Mya arenaria","species","6604","Bivalvia","Myoida","Myidae","Bivalvia","Myoida","Myidae",128
"DUP_229;size=26535",3,1,3.7e-38,3,1,"Caprella mutica","species","380747","Caprella mutica","species","380747","Malacostraca","Amphipoda","Caprellidae","Malacostraca","Amphipoda","Caprellidae",26535
"DUP_2292;size=2777",2,1,1.73e-31,2,1,"Solen marginatus","species","251532","Solen marginatus","species","251532","Bivalvia","Veneroida","Solenidae","Bivalvia","Veneroida","Solenidae",2777
"DUP_22924;size=80",100,9,1.3e-47,13,3,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",80
"DUP_22941;size=80",1,1,1.03e-48,1,1,"Ptychodera flava","species","63121","Ptychodera flava","species","63121","Enteropneusta",NA,"Ptychoderidae","Enteropneusta",NA,"Ptychoderidae",80
"DUP_22972;size=78",16,5,1.03e-48,16,5,"Characiphysae","superorder","186628","Characiphysae","superorder","186628","Actinopteri",NA,NA,"Actinopteri",NA,NA,78
"DUP_23025;size=91",10,7,2.85e-49,8,6,"Lottiidae","family","69676","Lottia","genus","72691","Gastropoda",NA,"Lottiidae","Gastropoda",NA,"Lottiidae",91
"DUP_23118;size=80",105,37,1.34e-42,105,37,"Clupeocephala","below-infraclass","186625","Clupeocephala","below-infraclass","186625","Actinopteri",NA,NA,"Actinopteri",NA,NA,80
"DUP_2312;size=2637",1,1,1.32e-52,1,1,"Clinocardium nuttallii","species","410350","Clinocardium nuttallii","species","410350","Bivalvia","Veneroida","Cardiidae","Bivalvia","Veneroida","Cardiidae",2637
"DUP_232;size=27347",2,2,4.85e-27,2,2,"Tresus","genus","31207","Tresus","genus","31207","Bivalvia","Veneroida","Mactridae","Bivalvia","Veneroida","Mactridae",27347
"DUP_23205;size=104",16,14,7.99e-45,16,14,"Euechinoidea","subclass","7638","Euechinoidea","subclass","7638","Echinoidea",NA,NA,"Echinoidea",NA,NA,104
"DUP_23233;size=104",68,40,1.7e-46,18,7,"Sessilia","order","116167","Sessilia","order","116167","Maxillopoda","Sessilia",NA,"Maxillopoda","Sessilia",NA,104
"DUP_23289;size=83",12,2,2.92e-34,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",83
"DUP_2332;size=2135",2,1,7.9e-45,2,1,"Daphnia pulex","species","6669","Daphnia pulex","species","6669","Branchiopoda","Diplostraca","Daphniidae","Branchiopoda","Diplostraca","Daphniidae",2135
"DUP_23388;size=76",84,60,6.18e-46,24,19,"Euteleostomi","below-subphylum","117571","Percomorphaceae","below-infraclass","1489872",NA,NA,NA,"Actinopteri",NA,NA,76
"DUP_2346;size=2337",103,77,4.78e-47,10,7,"Percomorphaceae","below-infraclass","1489872","Percomorphaceae","below-infraclass","1489872","Actinopteri",NA,NA,"Actinopteri",NA,NA,2337
"DUP_23524;size=103",51,6,1.72e-46,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",103
"DUP_2354;size=4978",103,81,8.05e-40,1,1,"Deuterostomia","below-kingdom","33511","Caenopedina cubensis","species","337414",NA,NA,NA,"Echinoidea","Pedinoida",NA,4978
"DUP_23593;size=77",2,1,2.29e-25,2,1,"Rhynchozoon zealandicum","species","1072030","Rhynchozoon zealandicum","species","1072030","Gymnolaemata","Cheilostomatida","Phidoloporidae","Gymnolaemata","Cheilostomatida","Phidoloporidae",77
"DUP_23596;size=79",1,1,1.75e-26,1,1,"Solecurtus divaricatus","species","444102","Solecurtus divaricatus","species","444102","Bivalvia","Veneroida","Solecurtidae","Bivalvia","Veneroida","Solecurtidae",79
"DUP_23604;size=96",18,17,1.03e-48,18,17,"Asteroidea","class","7588","Asteroidea","class","7588","Asteroidea",NA,NA,"Asteroidea",NA,NA,96
"DUP_2369;size=3597",105,34,4.84e-37,105,34,"Laurasiatheria","superorder","314145","Laurasiatheria","superorder","314145","Mammalia",NA,NA,"Mammalia",NA,NA,3597
"DUP_23728;size=178",7,7,1.03e-48,7,7,"Clupeocephala","below-infraclass","186625","Clupeocephala","below-infraclass","186625","Actinopteri",NA,NA,"Actinopteri",NA,NA,178
"DUP_23785;size=74",3,2,4.95e-22,3,2,"Veneridae","family","6592","Veneridae","family","6592","Bivalvia","Veneroida","Veneridae","Bivalvia","Veneroida","Veneridae",74
"DUP_2381;size=2060",92,67,1.37e-27,13,9,"Lophotrochozoa","below-kingdom","1206795","Lophotrochozoa","below-kingdom","1206795",NA,NA,NA,NA,"Solemyoida",NA,2060
"DUP_23889;size=79",10,9,8.12e-25,2,2,"Tellinoidea","superfamily","98297","Tellinidae","family","52798","Bivalvia","Veneroida",NA,"Bivalvia","Veneroida","Tellinidae",79
"DUP_239;size=21223",2,2,3.65e-48,2,2,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",21223
"DUP_23928;size=111",101,63,1.33e-47,6,3,"Gnathostomata","below-subphylum","7776","Batoidea","superorder","117893",NA,NA,NA,"Chondrichthyes",NA,NA,111
"DUP_23955;size=89",51,6,1.72e-46,12,2,"Mytilus","genus","6548","Mytilus","genus","6548","Bivalvia","Mytiloida","Mytilidae","Bivalvia","Mytiloida","Mytilidae",89
"DUP_2397;size=2544",3,3,1.39e-17,1,1,"Eumetazoa","below-kingdom","6072","Cubaia aphrodite","species","1104540",NA,"Limnomedusae",NA,"Hydrozoa","Limnomedusae","Olindiasidae",2544
"DUP_23993;size=79",65,43,7.95e-40,25,20,"Integripalpia","suborder","93875","Integripalpia","suborder","93875","Insecta","Trichoptera",NA,"Insecta","Trichoptera",NA,79
"DUP_23997;size=79",18,2,2.12e-45,18,2,"Chthamalus","genus","37898","Chthamalus","genus","37898","Maxillopoda","Sessilia","Chthamalidae","Maxillopoda","Sessilia","Chthamalidae",79
"DUP_24;size=939571",2,2,7.84e-50,2,2,"Macoma","genus","52799","Macoma","genus","52799","Bivalvia","Veneroida","Tellinidae","Bivalvia","Veneroida","Tellinidae",939571
